,text,gender,category
467,"guide him home at night if the weather were cloudy, and clogs if it",1,home
468,"hand, he was not a doctrinaire.  'i hold that no work of art can be",1,work
469,bosom this domestic thorn: his lieutenants were permitted to,1,home
470,"good dick; threat me with it plain,"" he added.  ""i have tried to",1,achievement
471,"then, sir, you do not think ill of a man who wins perhaps forty",1,achievement
472,crypt he is better acquainted than any living authority; it may ,1,achievement
473,"aspar, and his son ardaburius; followed those powerful generals",1,achievement
474,man could no more sit and work where he pleased than,1,work
475,"he had come, with one bad year after another, to trade more and",1,work
476,"fancy, and the topic wandered from his mind, and was succeeded by ",1,achievement
477,"that done, he shook his matted hair from about his eyes, and tried",1,achievement
478,servant working at dinner with an indifferent eye.  in her mind,0,work
479,hospitably encouraged him in his gallant efforts to make up for,1,achievement
480,<p>friend in better hands.&nbsp; his rank in society i would alter if i,1,achievement
481,men adjudge victors ought to win; for our ways are far and away better,1,achievement
482,but dies at last better contented for this amusement of his eyes and,1,achievement
483,that our business is to avoid by all means getting into his clutches.,1,work
484,"have held the stricken household of her frightened childhood, her",0,home
485,notice that his mental power was below its maximum efficiency;,1,achievement
486,"policy.  he could not complicate his home life, because it might",1,home
487,"for him to go home to the little sleepwalking bitch he married, mooney,",1,home
488,"the success he had met with had been so very uncommon, and ",1,achievement
489,imagined him to be some carpenter or joiner at work in the ,1,work
490,"his way home, and revelled with his family for a whole fortnight on",1,home
491,them out. noma tried and could not find them; his vision failed him.,1,achievement
492,serviceability gives the largest gains to the business man in,1,work
493,the limberlost came to pay him a call.,1,work
494,"of which they reckoned, it seemed, on their fingers. he tried to turn a",1,achievement
495,"unsuspected elements of power in his thin, tight mouth,",1,achievement
496,"three of them senseless, for the power of his arm was",1,achievement
497,"home to you;' and he was, as we have said, going to slam the",1,home
498,"<p>""we have our plans. we don't mean to say much about them yet, because we are such very new brooms, but we don't intend to be idle. i'm going into business with a devotion that shall delight grandfather, and prove to him that i'm not spoiled. i need something of the sort to keep me steady. i'm tired of dawdling, and mean to work like a man.""</p>",1,work
499,the workers in other fields of thought is in his privilege of,1,work
500,"out work to a craftsman, and does not pay him duly according to the",1,work
501,valor of man might be honored in labor as in war; and a necessity that,1,work
502,the wreck of it remains. while he remembers dimly plans that he formed,1,achievement
503,"was larger and a better performer, but his tricks were about the",1,achievement
504,his ideas of patriarchal power and those which he had acquired,1,achievement
505,"proscribed hancock, exiled from his home by a military governor, cut off by",1,home
506,but it did not strike him as a sporting proposition. the workers were so,1,work
507,"to the world, and is most at home in it.  she is attracted to",0,home
508,"whar he that wins has the warst o't. think on't, bairns. i'm",1,achievement
509,accustomed to attribute his success to confidence in his own,1,achievement
510,"the editor that afternoon, and suggested his writing his business on a",1,work
511,"paid her. to quieten th' gruff husband, and stop him if he rated her, i",1,work
512,"<p>&nbsp;&nbsp; but it was not her business to think for me, or to seek",0,work
513,"commonly paid to him in money, his real revenue, like that of all",1,work
514,"his anger---but it's a' the better for his wigmaker, i'se warrant.''",1,achievement
515,"is paid by an undertaker, out of a part of his profits designed",1,work
516,extraordinarily good housekeeper.  economy was her strong,0,work
517,"shall dip their flag to a slaver's rag -- to show that his trade is fair!""",1,work
518,what's four iron pins to a powerful man like captain brierly. maybe his,1,achievement
519,"century, and he made the zulus the paramount power in south",1,achievement
520,"shall both be better men for to-day's meeting.""",1,achievement
521," british working man can doubt that, if it suits him, and if he is",1,work
522,measurement is necessarily his day's work. it is true that labor itself,1,work
523,"at home till her mother brought her back, and then i made the offer to",0,home
524,"he cherished.  but what man in love, of us, is better",1,achievement
